Order_Detail_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount_Percent,Gross_Sales,Discount_Amount,Net_Sales
OD001993,ORD001287,PROD0086,9,148000,10,1332000,133200,1198800
OD001994,ORD001287,PROD0122,1,165000,0,165000,0,165000
OD001995,ORD001287,PROD0147,2,195000,0,390000,0,390000
OD001996,ORD001288,PROD0010,2,75000,5,150000,7500,142500
OD001997,ORD001288,PROD0064,1,150000,10,150000,15000,135000
OD001998,ORD001289,PROD0003,9,60000,10,540000,54000,486000
OD001999,ORD001289,PROD0102,3,143000,2,429000,8580,420420
OD002000,ORD001290,PROD0026,3,85000,7,255000,17850,237150
OD002001,ORD001291,PROD0180,4,142869,5,571476,28573.8,542902.2
OD002002,ORD001291,PROD0079,9,142000,5,1278000,63900,1214100
OD002003,ORD001292,PROD0177,7,120000,2,840000,16800,823200
OD002004,ORD001292,PROD0189,2,235752,0,471504,0,471504
OD002005,ORD001293,PROD0055,9,120000,10,1080000,108000,972000
OD002006,ORD001294,PROD0146,10,185000,5,1850000,92500,1757500
OD002007,ORD001295,PROD0010,8,75000,2,600000,12000,588000
OD002008,ORD001296,PROD0200,5,120944,5,604720,30236,574484
OD002009,ORD001296,PROD0152,10,285000,2,2850000,57000,2793000
OD002010,ORD001296,PROD0136,1,380000,10,380000,38000,342000
OD002011,ORD001297,PROD0117,1,175000,0,175000,0,175000
OD002012,ORD001297,PROD0020,8,95000,0,760000,0,760000
OD002013,ORD001298,PROD0053,2,108000,5,216000,10800,205200
OD002014,ORD001299,PROD0139,1,210000,0,210000,0,210000
OD002015,ORD001300,PROD0043,1,98000,0,98000,0,98000
OD002016,ORD001300,PROD0129,5,235000,0,1175000,0,1175000
OD002017,ORD001300,PROD0167,7,295000,7,2065000,144550,1920450
OD002018,ORD001301,PROD0178,5,115000,15,575000,86250,488750
OD002019,ORD001302,PROD0014,5,80000,5,400000,20000,380000
OD002020,ORD001302,PROD0109,2,150000,7,300000,21000,279000
OD002021,ORD001303,PROD0027,4,92000,10,368000,36800,331200
OD002022,ORD001303,PROD0050,10,98000,7,980000,68600,911400
OD002023,ORD001304,PROD0177,4,120000,2,480000,9600,470400
OD002024,ORD001304,PROD0147,4,195000,0,780000,0,780000
OD002025,ORD001304,PROD0136,9,380000,5,3420000,171000,3249000
OD002026,ORD001305,PROD0151,1,265000,15,265000,39750,225250
OD002027,ORD001306,PROD0024,1,98000,10,98000,9800,88200
OD002028,ORD001306,PROD0103,9,148000,0,1332000,0,1332000
OD002029,ORD001307,PROD0046,4,115000,10,460000,46000,414000
OD002030,ORD001308,PROD0019,3,95000,0,285000,0,285000
OD002031,ORD001308,PROD0183,5,324367,5,1621835,81091.75,1540743.25
OD002032,ORD001308,PROD0083,1,138000,10,138000,13800,124200
OD002033,ORD001309,PROD0041,5,95000,2,475000,9500,465500
OD002034,ORD001310,PROD0168,1,320000,5,320000,16000,304000
OD002035,ORD001310,PROD0142,7,265000,0,1855000,0,1855000
OD002036,ORD001311,PROD0061,9,155000,15,1395000,209250,1185750
OD002037,ORD001312,PROD0164,7,235000,0,1645000,0,1645000
OD002038,ORD001312,PROD0147,2,195000,5,390000,19500,370500
OD002039,ORD001313,PROD0054,9,115000,0,1035000,0,1035000
OD002040,ORD001314,PROD0051,7,102500,0,717500,0,717500
OD002041,ORD001315,PROD0035,9,98000,0,882000,0,882000
OD002042,ORD001315,PROD0066,10,114500,0,1145000,0,1145000
OD002043,ORD001316,PROD0058,4,145000,0,580000,0,580000
OD002044,ORD001317,PROD0068,10,120000,0,1200000,0,1200000
OD002045,ORD001318,PROD0041,9,95000,10,855000,85500,769500
OD002046,ORD001319,PROD0028,6,95000,0,570000,0,570000
OD002047,ORD001319,PROD0143,7,285000,5,1995000,99750,1895250
OD002048,ORD001319,PROD0071,5,128000,5,640000,32000,608000
OD002049,ORD001320,PROD0021,9,95000,10,855000,85500,769500
OD002050,ORD001320,PROD0145,1,170000,2,170000,3400,166600
OD002051,ORD001321,PROD0046,5,115000,0,575000,0,575000
OD002052,ORD001321,PROD0081,2,135000,0,270000,0,270000
OD002053,ORD001322,PROD0169,1,220000,0,220000,0,220000
OD002054,ORD001322,PROD0060,10,150000,5,1500000,75000,1425000
OD002055,ORD001323,PROD0037,7,105000,5,735000,36750,698250
OD002056,ORD001323,PROD0141,5,235000,7,1175000,82250,1092750
OD002057,ORD001324,PROD0016,10,80000,7,800000,56000,744000
OD002058,ORD001325,PROD0104,1,155000,10,155000,15500,139500
OD002059,ORD001326,PROD0164,10,235000,0,2350000,0,2350000
OD002060,ORD001326,PROD0088,5,155500,7,777500,54425,723075
OD002061,ORD001327,PROD0032,2,105000,0,210000,0,210000
OD002062,ORD001327,PROD0160,3,310000,10,930000,93000,837000
OD002063,ORD001328,PROD0146,5,185000,5,925000,46250,878750
OD002064,ORD001329,PROD0077,9,138000,5,1242000,62100,1179900
OD002065,ORD001329,PROD0031,9,100000,5,900000,45000,855000
OD002066,ORD001330,PROD0109,2,150000,5,300000,15000,285000
OD002067,ORD001331,PROD0156,5,225000,5,1125000,56250,1068750
OD002068,ORD001332,PROD0007,5,70000,10,350000,35000,315000
OD002069,ORD001333,PROD0098,6,132000,2,792000,15840,776160
OD002070,ORD001333,PROD0068,6,120000,7,720000,50400,669600
OD002071,ORD001333,PROD0073,10,128000,2,1280000,25600,1254400
OD002072,ORD001334,PROD0048,3,122200,0,366600,0,366600
OD002073,ORD001335,PROD0131,5,280000,2,1400000,28000,1372000
OD002074,ORD001336,PROD0178,3,115000,0,345000,0,345000
OD002075,ORD001337,PROD0019,2,95000,2,190000,3800,186200
OD002076,ORD001337,PROD0005,4,60000,0,240000,0,240000
OD002077,ORD001337,PROD0079,1,142000,7,142000,9940,132060
OD002078,ORD001338,PROD0141,8,235000,5,1880000,94000,1786000
OD002079,ORD001339,PROD0016,5,80000,0,400000,0,400000
OD002080,ORD001340,PROD0152,5,285000,5,1425000,71250,1353750
OD002081,ORD001340,PROD0145,6,170000,15,1020000,153000,867000
OD002082,ORD001340,PROD0067,6,120000,0,720000,0,720000
OD002083,ORD001341,PROD0067,10,120000,2,1200000,24000,1176000
OD002084,ORD001341,PROD0052,6,105000,10,630000,63000,567000
OD002085,ORD001342,PROD0143,8,285000,0,2280000,0,2280000
OD002086,ORD001343,PROD0033,9,98000,10,882000,88200,793800
OD002087,ORD001344,PROD0067,1,120000,15,120000,18000,102000
OD002088,ORD001344,PROD0056,9,125000,2,1125000,22500,1102500
OD002089,ORD001345,PROD0075,9,135000,5,1215000,60750,1154250
OD002090,ORD001346,PROD0183,7,324367,15,2270569,340585.35,1929983.65
OD002091,ORD001347,PROD0005,1,60000,0,60000,0,60000
OD002092,ORD001348,PROD0009,1,75000,2,75000,1500,73500
OD002093,ORD001348,PROD0082,1,138000,0,138000,0,138000
OD002094,ORD001348,PROD0092,8,150000,7,1200000,84000,1116000
OD002095,ORD001349,PROD0199,6,63002,5,378012,18900.6,359111.4
OD002096,ORD001349,PROD0053,4,108000,10,432000,43200,388800
OD002097,ORD001350,PROD0112,6,170000,0,1020000,0,1020000
OD002098,ORD001350,PROD0140,5,225000,5,1125000,56250,1068750
OD002099,ORD001351,PROD0140,4,225000,7,900000,63000,837000
OD002100,ORD001352,PROD0067,8,120000,0,960000,0,960000
OD002101,ORD001353,PROD0171,5,255000,10,1275000,127500,1147500
OD002102,ORD001353,PROD0070,6,126000,0,756000,0,756000
OD002103,ORD001353,PROD0087,10,150000,0,1500000,0,1500000
OD002104,ORD001354,PROD0012,10,75000,0,750000,0,750000
OD002105,ORD001354,PROD0200,7,120944,7,846608,59262.56,787345.44
OD002106,ORD001355,PROD0183,10,324367,7,3243670,227056.9,3016613.1
OD002107,ORD001356,PROD0050,4,98000,10,392000,39200,352800
OD002108,ORD001356,PROD0105,4,135000,5,540000,27000,513000
OD002109,ORD001357,PROD0168,10,320000,10,3200000,320000,2880000
OD002110,ORD001358,PROD0014,9,80000,5,720000,36000,684000
OD002111,ORD001359,PROD0135,2,350000,10,700000,70000,630000
OD002112,ORD001360,PROD0151,1,265000,10,265000,26500,238500
OD002113,ORD001360,PROD0129,2,235000,5,470000,23500,446500
OD002114,ORD001361,PROD0157,8,250000,0,2000000,0,2000000
OD002115,ORD001361,PROD0045,3,110000,15,330000,49500,280500
OD002116,ORD001362,PROD0093,10,155000,5,1550000,77500,1472500
OD002117,ORD001363,PROD0127,3,225000,7,675000,47250,627750
OD002118,ORD001364,PROD0196,2,332371,5,664742,33237.1,631504.9
OD002119,ORD001364,PROD0012,1,75000,2,75000,1500,73500
OD002120,ORD001365,PROD0046,10,115000,2,1150000,23000,1127000
OD002121,ORD001366,PROD0066,4,114500,2,458000,9160,448840
OD002122,ORD001367,PROD0169,9,220000,5,1980000,99000,1881000
OD002123,ORD001367,PROD0153,6,195000,7,1170000,81900,1088100
OD002124,ORD001368,PROD0170,2,245000,5,490000,24500,465500
OD002125,ORD001368,PROD0130,3,250000,5,750000,37500,712500
OD002126,ORD001369,PROD0105,1,135000,2,135000,2700,132300
OD002127,ORD001370,PROD0081,2,135000,5,270000,13500,256500
OD002128,ORD001371,PROD0109,9,150000,0,1350000,0,1350000
OD002129,ORD001371,PROD0021,7,95000,7,665000,46550,618450
OD002130,ORD001372,PROD0023,2,98000,7,196000,13720,182280
OD002131,ORD001373,PROD0015,5,80000,0,400000,0,400000
OD002132,ORD001373,PROD0027,3,92000,5,276000,13800,262200
OD002133,ORD001374,PROD0066,7,114500,0,801500,0,801500
OD002134,ORD001374,PROD0085,2,145000,15,290000,43500,246500
OD002135,ORD001375,PROD0198,3,26819,0,80457,0,80457
OD002136,ORD001375,PROD0184,7,79485,10,556395,55639.5,500755.5
OD002137,ORD001376,PROD0155,8,220000,7,1760000,123200,1636800
OD002138,ORD001377,PROD0043,10,98000,15,980000,147000,833000
OD002139,ORD001377,PROD0106,10,140000,7,1400000,98000,1302000
OD002140,ORD001378,PROD0096,8,165000,5,1320000,66000,1254000
OD002141,ORD001378,PROD0126,3,210000,5,630000,31500,598500
OD002142,ORD001378,PROD0013,9,80000,5,720000,36000,684000
OD002143,ORD001379,PROD0013,7,80000,0,560000,0,560000
OD002144,ORD001379,PROD0060,10,150000,15,1500000,225000,1275000
OD002145,ORD001380,PROD0017,8,90000,5,720000,36000,684000
OD002146,ORD001381,PROD0075,9,135000,5,1215000,60750,1154250
OD002147,ORD001381,PROD0078,6,140000,0,840000,0,840000
OD002148,ORD001381,PROD0193,9,348268,2,3134412,62688.24,3071723.76
OD002149,ORD001382,PROD0136,3,380000,0,1140000,0,1140000
OD002150,ORD001383,PROD0039,1,115000,0,115000,0,115000
OD002151,ORD001384,PROD0118,3,180000,5,540000,27000,513000
OD002152,ORD001385,PROD0021,6,95000,0,570000,0,570000
OD002153,ORD001386,PROD0195,7,160472,5,1123304,56165.2,1067138.8
OD002154,ORD001387,PROD0011,5,75000,2,375000,7500,367500
OD002155,ORD001387,PROD0046,5,115000,2,575000,11500,563500
OD002156,ORD001388,PROD0105,2,135000,7,270000,18900,251100
OD002157,ORD001389,PROD0138,9,190000,5,1710000,85500,1624500
OD002158,ORD001390,PROD0104,3,155000,2,465000,9300,455700
OD002159,ORD001390,PROD0188,1,254957,10,254957,25495.7,229461.3
OD002160,ORD001391,PROD0040,2,115000,2,230000,4600,225400
OD002161,ORD001392,PROD0200,1,120944,7,120944,8466.08,112477.92
OD002162,ORD001392,PROD0050,10,98000,7,980000,68600,911400
OD002163,ORD001393,PROD0147,4,195000,0,780000,0,780000
OD002164,ORD001393,PROD0064,8,150000,5,1200000,60000,1140000
OD002165,ORD001393,PROD0137,5,165000,0,825000,0,825000
OD002166,ORD001394,PROD0002,10,50000,2,500000,10000,490000
OD002167,ORD001395,PROD0144,7,295000,0,2065000,0,2065000
OD002168,ORD001396,PROD0164,3,235000,7,705000,49350,655650
OD002169,ORD001397,PROD0069,2,125000,0,250000,0,250000
OD002170,ORD001397,PROD0155,2,220000,0,440000,0,440000
OD002171,ORD001398,PROD0107,6,142000,0,852000,0,852000
OD002172,ORD001399,PROD0065,1,110000,7,110000,7700,102300
OD002173,ORD001399,PROD0117,9,175000,0,1575000,0,1575000
OD002174,ORD001399,PROD0115,3,158000,5,474000,23700,450300
OD002175,ORD001400,PROD0069,10,125000,0,1250000,0,1250000
OD002176,ORD001400,PROD0066,2,114500,0,229000,0,229000
OD002177,ORD001401,PROD0090,9,145000,7,1305000,91350,1213650
OD002178,ORD001401,PROD0006,9,65000,5,585000,29250,555750
OD002179,ORD001402,PROD0116,6,162000,5,972000,48600,923400
OD002180,ORD001402,PROD0118,5,180000,10,900000,90000,810000
OD002181,ORD001402,PROD0108,9,145000,10,1305000,130500,1174500
OD002182,ORD001403,PROD0145,9,170000,10,1530000,153000,1377000
OD002183,ORD001404,PROD0099,6,134000,0,804000,0,804000
OD002184,ORD001404,PROD0067,4,120000,0,480000,0,480000
OD002185,ORD001405,PROD0161,1,195000,15,195000,29250,165750
OD002186,ORD001405,PROD0049,10,95000,5,950000,47500,902500
OD002187,ORD001406,PROD0002,10,50000,5,500000,25000,475000
OD002188,ORD001406,PROD0053,9,108000,5,972000,48600,923400
OD002189,ORD001407,PROD0144,1,295000,7,295000,20650,274350
OD002190,ORD001407,PROD0070,5,126000,5,630000,31500,598500
OD002191,ORD001408,PROD0034,3,98000,0,294000,0,294000
OD002192,ORD001409,PROD0094,5,158000,0,790000,0,790000
OD002193,ORD001409,PROD0039,1,115000,2,115000,2300,112700
OD002194,ORD001410,PROD0151,6,265000,10,1590000,159000,1431000
OD002195,ORD001410,PROD0021,6,95000,2,570000,11400,558600
OD002196,ORD001411,PROD0040,3,115000,10,345000,34500,310500
OD002197,ORD001411,PROD0157,6,250000,5,1500000,75000,1425000
OD002198,ORD001412,PROD0142,6,265000,10,1590000,159000,1431000
OD002199,ORD001412,PROD0050,7,98000,10,686000,68600,617400
OD002200,ORD001413,PROD0193,3,348268,2,1044804,20896.08,1023907.92
OD002201,ORD001414,PROD0013,2,80000,5,160000,8000,152000
OD002202,ORD001414,PROD0037,4,105000,7,420000,29400,390600
OD002203,ORD001414,PROD0046,1,115000,0,115000,0,115000
OD002204,ORD001415,PROD0102,7,143000,0,1001000,0,1001000
OD002205,ORD001416,PROD0103,3,148000,7,444000,31080,412920
OD002206,ORD001417,PROD0073,4,128000,10,512000,51200,460800
OD002207,ORD001418,PROD0047,1,120000,2,120000,2400,117600
OD002208,ORD001419,PROD0121,6,160000,2,960000,19200,940800
OD002209,ORD001419,PROD0081,1,135000,10,135000,13500,121500
OD002210,ORD001420,PROD0177,5,120000,0,600000,0,600000
OD002211,ORD001421,PROD0016,3,80000,10,240000,24000,216000
OD002212,ORD001421,PROD0178,7,115000,0,805000,0,805000
OD002213,ORD001422,PROD0164,10,235000,0,2350000,0,2350000
OD002214,ORD001422,PROD0089,6,140000,0,840000,0,840000
OD002215,ORD001422,PROD0140,9,225000,0,2025000,0,2025000
OD002216,ORD001423,PROD0152,2,285000,0,570000,0,570000
OD002217,ORD001423,PROD0177,4,120000,5,480000,24000,456000
OD002218,ORD001424,PROD0103,9,148000,0,1332000,0,1332000
OD002219,ORD001425,PROD0017,4,90000,10,360000,36000,324000
OD002220,ORD001425,PROD0155,10,220000,2,2200000,44000,2156000
OD002221,ORD001425,PROD0031,10,100000,5,1000000,50000,950000
OD002222,ORD001426,PROD0177,8,120000,5,960000,48000,912000
OD002223,ORD001426,PROD0165,7,255000,0,1785000,0,1785000
OD002224,ORD001427,PROD0143,4,285000,5,1140000,57000,1083000
OD002225,ORD001427,PROD0070,9,126000,0,1134000,0,1134000
OD002226,ORD001428,PROD0013,10,80000,10,800000,80000,720000
OD002227,ORD001429,PROD0087,9,150000,5,1350000,67500,1282500
OD002228,ORD001429,PROD0050,4,98000,0,392000,0,392000
OD002229,ORD001430,PROD0195,2,160472,7,320944,22466.08,298477.92
OD002230,ORD001431,PROD0158,10,265000,0,2650000,0,2650000
OD002231,ORD001432,PROD0038,1,111000,15,111000,16650,94350
OD002232,ORD001433,PROD0004,8,60000,5,480000,24000,456000
OD002233,ORD001433,PROD0185,3,232339,2,697017,13940.34,683076.66
OD002234,ORD001434,PROD0104,8,155000,2,1240000,24800,1215200
OD002235,ORD001435,PROD0146,6,185000,2,1110000,22200,1087800
OD002236,ORD001436,PROD0123,2,170000,7,340000,23800,316200
OD002237,ORD001436,PROD0063,10,140000,5,1400000,70000,1330000
OD002238,ORD001437,PROD0164,10,235000,5,2350000,117500,2232500
OD002239,ORD001438,PROD0044,4,105000,0,420000,0,420000
OD002240,ORD001439,PROD0162,2,210000,10,420000,42000,378000
OD002241,ORD001439,PROD0194,9,285723,5,2571507,128575.35,2442931.65
OD002242,ORD001440,PROD0015,5,80000,5,400000,20000,380000
OD002243,ORD001440,PROD0157,7,250000,0,1750000,0,1750000
OD002244,ORD001440,PROD0136,9,380000,0,3420000,0,3420000
OD002245,ORD001441,PROD0154,7,200000,2,1400000,28000,1372000
OD002246,ORD001441,PROD0159,5,285000,7,1425000,99750,1325250
OD002247,ORD001442,PROD0188,8,254957,5,2039656,101982.8,1937673.2
OD002248,ORD001442,PROD0022,1,95000,0,95000,0,95000
OD002249,ORD001443,PROD0061,6,155000,5,930000,46500,883500
OD002250,ORD001444,PROD0098,7,132000,2,924000,18480,905520
OD002251,ORD001445,PROD0178,7,115000,0,805000,0,805000
OD002252,ORD001446,PROD0130,3,250000,7,750000,52500,697500
OD002253,ORD001446,PROD0122,8,165000,0,1320000,0,1320000
OD002254,ORD001446,PROD0069,4,125000,5,500000,25000,475000
OD002255,ORD001447,PROD0025,6,82000,7,492000,34440,457560
OD002256,ORD001448,PROD0075,8,135000,0,1080000,0,1080000
OD002257,ORD001449,PROD0096,1,165000,5,165000,8250,156750
OD002258,ORD001449,PROD0021,10,95000,0,950000,0,950000
OD002259,ORD001450,PROD0033,6,98000,7,588000,41160,546840
OD002260,ORD001450,PROD0155,1,220000,0,220000,0,220000
OD002261,ORD001451,PROD0050,6,98000,0,588000,0,588000
OD002262,ORD001452,PROD0048,3,122200,0,366600,0,366600
OD002263,ORD001452,PROD0021,9,95000,2,855000,17100,837900
OD002264,ORD001453,PROD0087,2,150000,0,300000,0,300000
OD002265,ORD001453,PROD0009,1,75000,5,75000,3750,71250
OD002266,ORD001454,PROD0104,8,155000,10,1240000,124000,1116000
OD002267,ORD001454,PROD0015,1,80000,0,80000,0,80000
OD002268,ORD001454,PROD0018,2,94000,0,188000,0,188000
OD002269,ORD001455,PROD0196,4,332371,0,1329484,0,1329484
OD002270,ORD001456,PROD0087,9,150000,5,1350000,67500,1282500
OD002271,ORD001457,PROD0059,9,135000,5,1215000,60750,1154250
OD002272,ORD001458,PROD0031,7,100000,10,700000,70000,630000
OD002273,ORD001459,PROD0090,5,145000,7,725000,50750,674250
OD002274,ORD001460,PROD0047,7,120000,5,840000,42000,798000
OD002275,ORD001461,PROD0045,4,110000,0,440000,0,440000
OD002276,ORD001462,PROD0072,9,125000,7,1125000,78750,1046250
OD002277,ORD001463,PROD0027,7,92000,0,644000,0,644000
OD002278,ORD001464,PROD0098,6,132000,7,792000,55440,736560
OD002279,ORD001465,PROD0082,6,138000,7,828000,57960,770040
OD002280,ORD001466,PROD0087,7,150000,0,1050000,0,1050000
OD002281,ORD001467,PROD0157,6,250000,2,1500000,30000,1470000
OD002282,ORD001468,PROD0015,7,80000,0,560000,0,560000
OD002283,ORD001468,PROD0054,5,115000,7,575000,40250,534750
OD002284,ORD001468,PROD0071,3,128000,2,384000,7680,376320
OD002285,ORD001469,PROD0077,8,138000,2,1104000,22080,1081920
OD002286,ORD001470,PROD0008,4,70000,5,280000,14000,266000
OD002287,ORD001470,PROD0051,1,102500,7,102500,7175,95325
OD002288,ORD001471,PROD0051,1,102500,5,102500,5125,97375
OD002289,ORD001472,PROD0183,1,324367,7,324367,22705.69,301661.31
OD002290,ORD001473,PROD0018,6,94000,15,564000,84600,479400
OD002291,ORD001474,PROD0100,7,135000,0,945000,0,945000
OD002292,ORD001475,PROD0034,3,98000,0,294000,0,294000
OD002293,ORD001475,PROD0196,1,332371,5,332371,16618.55,315752.45
OD002294,ORD001476,PROD0101,7,138000,0,966000,0,966000
OD002295,ORD001476,PROD0066,4,114500,5,458000,22900,435100
OD002296,ORD001477,PROD0186,8,265147,15,2121176,318176.4,1802999.6
OD002297,ORD001478,PROD0129,4,235000,5,940000,47000,893000
OD002298,ORD001479,PROD0039,7,115000,0,805000,0,805000
OD002299,ORD001479,PROD0143,7,285000,15,1995000,299250,1695750
OD002300,ORD001480,PROD0147,3,195000,2,585000,11700,573300
OD002301,ORD001480,PROD0102,8,143000,0,1144000,0,1144000
OD002302,ORD001481,PROD0009,9,75000,2,675000,13500,661500
OD002303,ORD001482,PROD0148,9,210000,0,1890000,0,1890000
OD002304,ORD001483,PROD0068,4,120000,0,480000,0,480000
OD002305,ORD001484,PROD0022,3,95000,0,285000,0,285000
OD002306,ORD001485,PROD0081,3,135000,5,405000,20250,384750
OD002307,ORD001486,PROD0099,2,134000,5,268000,13400,254600
OD002308,ORD001487,PROD0022,9,95000,7,855000,59850,795150
OD002309,ORD001487,PROD0044,10,105000,5,1050000,52500,997500
OD002310,ORD001488,PROD0128,9,250000,10,2250000,225000,2025000
OD002311,ORD001489,PROD0135,1,350000,10,350000,35000,315000
OD002312,ORD001490,PROD0030,10,100000,0,1000000,0,1000000
OD002313,ORD001491,PROD0049,9,95000,0,855000,0,855000
OD002314,ORD001491,PROD0161,1,195000,7,195000,13650,181350
OD002315,ORD001492,PROD0018,1,94000,0,94000,0,94000
OD002316,ORD001493,PROD0119,3,185000,2,555000,11100,543900
OD002317,ORD001494,PROD0084,5,140000,0,700000,0,700000
OD002318,ORD001495,PROD0149,4,225000,5,900000,45000,855000
OD002319,ORD001496,PROD0008,7,70000,2,490000,9800,480200
OD002320,ORD001497,PROD0033,7,98000,10,686000,68600,617400
OD002321,ORD001498,PROD0165,5,255000,5,1275000,63750,1211250
OD002322,ORD001499,PROD0064,4,150000,2,600000,12000,588000
OD002323,ORD001500,PROD0076,6,135000,5,810000,40500,769500
OD002324,ORD001501,PROD0142,2,265000,5,530000,26500,503500
OD002325,ORD001502,PROD0094,1,158000,0,158000,0,158000
OD002326,ORD001503,PROD0091,8,148000,7,1184000,82880,1101120
OD002327,ORD001503,PROD0012,2,75000,5,150000,7500,142500
OD002328,ORD001503,PROD0127,10,225000,5,2250000,112500,2137500
OD002329,ORD001504,PROD0028,6,95000,0,570000,0,570000
OD002330,ORD001504,PROD0083,6,138000,0,828000,0,828000
OD002331,ORD001505,PROD0071,9,128000,5,1152000,57600,1094400
OD002332,ORD001505,PROD0135,3,350000,7,1050000,73500,976500
OD002333,ORD001506,PROD0136,6,380000,2,2280000,45600,2234400
OD002334,ORD001507,PROD0129,5,235000,15,1175000,176250,998750
OD002335,ORD001507,PROD0124,5,178000,10,890000,89000,801000
OD002336,ORD001507,PROD0060,10,150000,5,1500000,75000,1425000
OD002337,ORD001508,PROD0070,10,126000,5,1260000,63000,1197000
OD002338,ORD001508,PROD0177,5,120000,5,600000,30000,570000
OD002339,ORD001509,PROD0143,4,285000,2,1140000,22800,1117200
OD002340,ORD001510,PROD0147,3,195000,0,585000,0,585000
OD002341,ORD001510,PROD0174,4,325000,7,1300000,91000,1209000
OD002342,ORD001511,PROD0014,5,80000,5,400000,20000,380000
OD002343,ORD001512,PROD0001,1,50000,10,50000,5000,45000
OD002344,ORD001512,PROD0008,3,70000,2,210000,4200,205800
OD002345,ORD001512,PROD0100,8,135000,0,1080000,0,1080000
OD002346,ORD001513,PROD0144,8,295000,0,2360000,0,2360000
OD002347,ORD001514,PROD0191,1,100130,0,100130,0,100130
OD002348,ORD001514,PROD0127,9,225000,7,2025000,141750,1883250
OD002349,ORD001515,PROD0147,2,195000,0,390000,0,390000
OD002350,ORD001515,PROD0185,2,232339,7,464678,32527.46,432150.54
OD002351,ORD001515,PROD0035,1,98000,5,98000,4900,93100
OD002352,ORD001516,PROD0136,2,380000,2,760000,15200,744800
OD002353,ORD001517,PROD0134,2,310000,5,620000,31000,589000
OD002354,ORD001517,PROD0042,9,98000,10,882000,88200,793800
OD002355,ORD001518,PROD0094,5,158000,0,790000,0,790000
OD002356,ORD001519,PROD0009,2,75000,2,150000,3000,147000
OD002357,ORD001519,PROD0097,1,130000,2,130000,2600,127400
OD002358,ORD001520,PROD0107,3,142000,15,426000,63900,362100
OD002359,ORD001521,PROD0076,5,135000,15,675000,101250,573750
OD002360,ORD001522,PROD0100,5,135000,10,675000,67500,607500
OD002361,ORD001523,PROD0127,5,225000,2,1125000,22500,1102500
OD002362,ORD001523,PROD0188,3,254957,10,764871,76487.1,688383.9
OD002363,ORD001524,PROD0079,2,142000,5,284000,14200,269800
OD002364,ORD001524,PROD0142,5,265000,5,1325000,66250,1258750
OD002365,ORD001525,PROD0088,1,155500,10,155500,15550,139950
OD002366,ORD001526,PROD0181,9,90661,0,815949,0,815949
OD002367,ORD001527,PROD0113,4,150000,10,600000,60000,540000
OD002368,ORD001528,PROD0152,7,285000,2,1995000,39900,1955100
OD002369,ORD001528,PROD0059,7,135000,10,945000,94500,850500
OD002370,ORD001529,PROD0133,1,295000,5,295000,14750,280250
OD002371,ORD001530,PROD0051,7,102500,0,717500,0,717500
OD002372,ORD001531,PROD0113,7,150000,7,1050000,73500,976500
OD002373,ORD001531,PROD0039,2,115000,0,230000,0,230000
OD002374,ORD001531,PROD0117,6,175000,0,1050000,0,1050000
OD002375,ORD001532,PROD0036,1,102000,0,102000,0,102000
OD002376,ORD001532,PROD0102,5,143000,10,715000,71500,643500
OD002377,ORD001532,PROD0097,2,130000,10,260000,26000,234000
OD002378,ORD001533,PROD0168,4,320000,5,1280000,64000,1216000
OD002379,ORD001534,PROD0021,9,95000,0,855000,0,855000
OD002380,ORD001535,PROD0047,9,120000,2,1080000,21600,1058400
OD002381,ORD001535,PROD0143,10,285000,0,2850000,0,2850000
OD002382,ORD001536,PROD0184,10,79485,0,794850,0,794850
OD002383,ORD001537,PROD0162,6,210000,10,1260000,126000,1134000
OD002384,ORD001538,PROD0112,9,170000,0,1530000,0,1530000
OD002385,ORD001538,PROD0054,10,115000,0,1150000,0,1150000
OD002386,ORD001538,PROD0088,3,155500,0,466500,0,466500
OD002387,ORD001539,PROD0172,2,277000,10,554000,55400,498600
OD002388,ORD001540,PROD0043,4,98000,2,392000,7840,384160
OD002389,ORD001541,PROD0198,7,26819,5,187733,9386.65,178346.35
OD002390,ORD001542,PROD0056,2,125000,0,250000,0,250000
OD002391,ORD001542,PROD0097,7,130000,5,910000,45500,864500
OD002392,ORD001543,PROD0117,4,175000,7,700000,49000,651000
OD002393,ORD001543,PROD0060,5,150000,0,750000,0,750000
OD002394,ORD001544,PROD0031,4,100000,0,400000,0,400000
OD002395,ORD001545,PROD0063,8,140000,2,1120000,22400,1097600
OD002396,ORD001545,PROD0001,4,50000,10,200000,20000,180000
OD002397,ORD001546,PROD0128,5,250000,5,1250000,62500,1187500
OD002398,ORD001546,PROD0052,7,105000,10,735000,73500,661500
OD002399,ORD001547,PROD0089,9,140000,2,1260000,25200,1234800
OD002400,ORD001547,PROD0061,5,155000,5,775000,38750,736250
OD002401,ORD001548,PROD0041,2,95000,5,190000,9500,180500
OD002402,ORD001549,PROD0189,6,235752,0,1414512,0,1414512
OD002403,ORD001550,PROD0069,1,125000,2,125000,2500,122500
OD002404,ORD001550,PROD0117,7,175000,0,1225000,0,1225000
OD002405,ORD001551,PROD0068,4,120000,0,480000,0,480000
OD002406,ORD001552,PROD0082,7,138000,15,966000,144900,821100
OD002407,ORD001553,PROD0050,2,98000,15,196000,29400,166600
